train_loss,train_accuracy,val_loss,val_accuracy
0.8478068534065696,0.509177183793406,0.8879312872886658,0.5887577399889431
0.8382296527133268,0.5408449055297416,0.9042073488235474,0.4883944460727682
0.8131565942483789,0.6073230056194076,0.9039494593938192,0.5953893077387458
0.8713061003124013,0.5908355336540545,0.8721808393796285,0.5742228835156035
0.8839760878506828,0.5789114042634643,0.9510025183359782,0.6508640678505676
0.7962580533588633,0.6150260757466482,0.8114740451176962,0.46436109606063164
0.8507341391900006,0.5146222547206027,0.8222213188807169,0.5867113055918991
0.8268416874548968,0.5757834813584681,0.9454563856124878,0.5297141250055842
0.8413382838754093,0.5660670250190808,0.9477431575457255,0.5249782676034987
0.8669733685605666,0.5595851546176014,0.9091325004895529,0.4977162190530593
0.9182104503407198,0.5717057396921768,0.7379950086275736,0.6845802569636362
0.7945732193834641,0.6576773065657538,0.6907307108243307,0.6859419202695546
0.7857778352849624,0.6259048545700673,0.6819640199343363,0.7098513302576345
0.7203900778994841,0.6738660764962175,0.6785371899604797,0.7072956608259454
0.6996667911024654,0.7041820671971091,0.6465520858764648,0.7175921796627653
0.6763871066710528,0.6947510107239431,0.6419949134190878,0.7166131392221938
0.6801741053076351,0.7020108332824324,0.6326099038124084,0.7213890045200992
0.6749799532048842,0.7014556029435025,0.6768296559651693,0.6966242697189798
0.6612256660180933,0.7166343219275525,0.6273113489151001,0.7378062689454711
0.6676799725083744,0.719764328594292,0.6416358351707458,0.7170425295650046
0.6639158375122968,0.719492656602506,0.6420526305834452,0.7160012351509758
0.6538733945173376,0.7247000038100562,0.6344901124636332,0.7279419278809321
0.6570348318885354,0.723819939888032,0.6535815199216207,0.705553322912718
0.654791937154882,0.7151613152490115,0.6186360120773315,0.7331021973215806
0.6480023790808285,0.7317901094996475,0.6421857674916586,0.7184952164245244
0.646329963908476,0.7262785612917333,0.627081016699473,0.7198285554378496
0.6455274364527535,0.7258833061561816,0.6158300638198853,0.7363204466508769
0.6388919669039109,0.7309692770953857,0.6376543442408243,0.718263822850631
0.6486865352181828,0.726347600713033,0.6236893534660339,0.729434866566527
0.6500079596743864,0.7202091642229588,0.6373448967933655,0.7158298518662171
0.661935452152701,0.7177587000134051,0.6320549448331197,0.7203641656378771
0.641881080234752,0.736803644017798,0.635588804880778,0.7303475776286539
0.63911652915618,0.729203002567306,0.6261730194091797,0.7270515360099697
0.6343406894627739,0.7342767538800189,0.6188954909642538,0.7292541347268484
0.6362860553404864,0.7319145711270874,0.6784022847811381,0.6812272922358984
0.6571995721143835,0.7092367765325558,0.6133392453193665,0.7355933670238505
0.6544310871292564,0.7326147720980074,0.6189741492271423,0.7371281320655565
0.638507019071018,0.7257118760699741,0.6553114056587219,0.7112404183469906
0.6319895667188308,0.7438701839541764,0.6295287609100342,0.7396438055911373
0.639627053457148,0.7316365745553652,0.6504268844922384,0.7095713816807442
0.6748128287932452,0.7059773917384944,0.6278532942136129,0.7315249832616001
0.6430719670127419,0.7300399930303715,0.623229185740153,0.735304797582387
0.6365754779647378,0.7288331424058139,0.6536023418108622,0.7011543340319876
0.6337235499830807,0.7403266620606286,0.6191384196281433,0.7369087118969416
0.6351565964081708,0.7454356075343886,0.6277132431666056,0.7288722934496693
0.6475479497629053,0.7263451457825136,0.6193641225496928,0.7322669434585108
0.6235297672888812,0.7428941508974632,0.6287805636723837,0.7367840816453178
0.6246356297941769,0.7320738075252434,0.6673527359962463,0.69162029456796
0.6397243878420662,0.7247976400170695,0.6164211432139078,0.7315636537965551
0.6297485302476322,0.746075819788075,0.6155171990394592,0.7381174831019185
0.6204233239678776,0.7417741118117863,0.6434005697568258,0.7234243391911389
0.6276963458341711,0.7410509888850981,0.6252771615982056,0.7401914871789126
0.6360436152009403,0.74057045297212,0.636647085348765,0.7086446217468169
0.6534559656591976,0.7263280285216362,0.6420316696166992,0.7153349595329379
0.6181076379383311,0.7492408481492673,0.6363534530003866,0.7341228874439719
0.6194963981123531,0.7422576739927812,0.6506896416346232,0.6929830045354191
0.6311845498926499,0.7344452791367629,0.6174874305725098,0.7386454420083592
0.6277081756030812,0.7488055747889752,0.6131559014320374,0.7402486256135985
0.6268791626481449,0.7389201368016775,0.6251665751139323,0.7203467600510917
0.6122417975874508,0.7488911565557048,0.6246163050333658,0.7380764121464477
0.6238997578620911,0.7424228025277556,0.640148381392161,0.7072349126185692
0.6211727945243611,0.7412133556613253,0.6133431196212769,0.7287450803914942
0.6113340942298665,0.7514651558216625,0.6213353872299194,0.7375475719804157
0.609954718281241,0.7500443679021003,0.6301175951957703,0.7073184156962086
0.609154191087274,0.7476567539479254,0.60588006178538,0.736808129704109
0.6062562360483057,0.7563154440883716,0.6378892660140991,0.725517672655835
0.6161105282166425,0.739906352187553,0.6166228453318278,0.7288051678404157
0.6026077410754036,0.7502601490849153,0.6128448843955994,0.7316837148398293
0.6147857623941758,0.7515462360990474,0.6605183283487955,0.7055520399017605
0.6007972289534176,0.7552814456736552,0.6084030469258627,0.7363109124950827
0.6071107808281394,0.7510767839599101,0.6261215209960938,0.7226484789596285
0.6131436965044808,0.7402448265879267,0.6311962604522705,0.7154833147023928
0.6005243273342357,0.7596423451859403,0.6103815833727518,0.7326363148898452
0.6138493594001321,0.7448367980147257,0.6320121089617411,0.7131810811472857
0.6167467113803414,0.7413393360226314,0.613244374593099,0.7294332059292278
0.6059635106255027,0.753811881272957,0.6099264025688171,0.7402887970306097
0.6009887036155251,0.7552717383017877,0.6463849345842997,0.7162701992141196
0.6073532139553743,0.7411299330194143,0.6081790725390116,0.7343460001458088
0.6023869830019334,0.7530673551456846,0.6175729433695475,0.7277489797090438
0.5985719035653507,0.7562269156373275,0.6402913133303324,0.7163900470196385
0.5910262079799876,0.7581196949388685,0.6105054020881653,0.7392531714169767
0.5928694395457997,0.7546657575712268,0.6290997465451559,0.7119478303486583
0.6028479968800264,0.7513516100021885,0.625783105691274,0.7319838288931401
0.6008674046572517,0.7576102230880717,0.6052327354749044,0.7373092449410562
0.6003116193939658,0.7562184292237064,0.6183038751284281,0.7176724959485163
0.604861154275782,0.7481086008513503,0.6270243922869364,0.7324221807173744
0.5937917723375208,0.7482764255739793,0.6114705999692281,0.7302547819957154
0.6038279165239895,0.7521139096547662,0.6208264430363973,0.7309931978731576
0.5972183872671688,0.7578855712267962,0.6293945709864298,0.7314887931141807
0.598062301383299,0.7483274190592702,0.6121376156806946,0.7267386029944908
0.5950841938748079,0.7552851478835445,0.6090889573097229,0.7419325179085141
0.5913991086623248,0.7506607232206817,0.6187999645868937,0.7294339538897642
0.5932801961898804,0.7554663199404131,0.6102331082026163,0.7358348283108813
0.5878401030512417,0.7632278901721232,0.6162336071332296,0.722104003966657
0.5844672865727368,0.7575855792866336,0.6033562024434408,0.7286659842482871
0.5888631063349107,0.7646149631341576,0.6127339204152426,0.7390172596641206
0.5904266343397253,0.7619979631040489,0.6215654611587524,0.7244305692916807
0.5948270629434025,0.7600270636062492,0.6105775435765585,0.7380711378210596
0.5843820379060858,0.7591903500651118,0.6416986982027689,0.7097293833832552
0.5834006824914146,0.761088086086405,0.6007511218388876,0.7421150484491669
0.5983483756289762,0.7574591955677087,0.6025981704394022,0.7442854079963129
0.6033912616617539,0.7474208171513086,0.6242096225420634,0.7236008249524022
0.59075888114817,0.7656064140934843,0.6073574622472128,0.7456180966085983
0.5888221789808834,0.7567830249888065,0.6225412487983704,0.7189475254903592
0.604363367838018,0.7509189131650715,0.6193258166313171,0.7462750428843689
0.5939607164439034,0.7576529391962218,0.6084675788879395,0.7354062705642338
0.6036998314016006,0.7511603080370143,0.6112783352533976,0.7340831263667754
0.6008145739050472,0.7539499714747475,0.6119576692581177,0.7384760141937656
0.5838797898853526,0.7595169920643619,0.6242859363555908,0.7244854010014244
0.5888406143468969,0.7590109039821359,0.6027059753735861,0.7337163175872795
0.585332477793974,0.7617864102621597,0.6131138801574707,0.7301773882128112
0.5892166810877183,0.7567477629878657,0.6021795670191447,0.7441162510676501
0.57975093757405,0.7711944016477916,0.6051606138547262,0.7513784040058035
0.5765372935463401,0.765646858941053,0.639393667380015,0.7048922998588764
0.5797594750628752,0.7651744931819497,0.5970561703046163,0.7449905459494445
0.5860736422679004,0.7657103765933234,0.6516884764035543,0.7097003725037784
0.5936927094179041,0.7552993673852662,0.6325247089068095,0.715802881359528
0.5752591332968544,0.7718450095505631,0.6022831201553345,0.75256506487117
0.5771989471772138,0.7623854930168464,0.6419960657755533,0.7087171742760768
0.5811421432915855,0.7608157835225093,0.6004312038421631,0.7416396385933516
0.589789595674066,0.758092515714509,0.6111237406730652,0.7329490906168981
0.5913568033891565,0.7545185891573163,0.6073809464772543,0.7358286542243647
0.5818537771701813,0.7684730075595949,0.6138869524002075,0.7357932434941635
0.5690124473151039,0.77081066023337,0.6317387421925863,0.7181779657002045
