loss,acc,val_loss,val_acc
0.6812993213534355,0.542572463768116,0.6242941667636236,0.6530776515151515
0.6174511214097341,0.651947463768116,0.6058423072099686,0.6530776515151515
0.5970960482954979,0.651947463768116,0.5631855552395185,0.6530776515151515
0.5650557354092598,0.6628170289855072,0.570798729856809,0.7778172348484849
0.5674165685971578,0.7248641304347826,0.5949848194917043,0.6632812499999999
0.6097518155972163,0.7031816123188407,0.6053460637728373,0.707315340909091
0.6755280792713165,0.5524230072463768,0.6250787973403931,0.681060606060606
0.5429501595596472,0.7292232789855073,0.5215079089005789,0.744625946969697
0.5391171785692374,0.6958786231884058,0.5131624639034271,0.7687026515151515
0.5424919265011946,0.7489809782608696,0.5169763565063477,0.75546875
0.4951166125635306,0.7661911231884058,0.4987025484442711,0.7739109848484849
0.4979709970454375,0.7745131340579711,0.4943508530656497,0.7660984848484849
0.5015378259122372,0.7557744565217391,0.4840042019883792,0.7736979166666668
0.48227763424317044,0.7810235507246377,0.4788154562314351,0.7736979166666668
0.4827972576022148,0.7758152173913043,0.47723088413476944,0.7739109848484849
0.4726722662647565,0.7727015398550724,0.47192197541395825,0.775
0.47233308975895244,0.7745131340579711,0.47100598613421124,0.7739109848484849
0.46848802144328755,0.7700973731884058,0.4672961086034775,0.7684895833333334
0.46807533502578735,0.773720561594203,0.4694805443286896,0.7676136363636363
0.4685932795206706,0.7653985507246377,0.46653252840042114,0.7752130681818182
0.47607840597629547,0.781533061594203,0.497366135319074,0.75546875
0.5069460111359755,0.7523777173913043,0.48478859663009644,0.7767282196969697
0.5399292012055715,0.758095561594203,0.537921408812205,0.7389914772727272
0.6478330977261066,0.5909193840579711,0.5048903971910477,0.7489583333333334
0.48029080405831337,0.7719089673913043,0.48859038949012756,0.7728219696969697
0.4799674426515897,0.7763247282608696,0.4859829743703206,0.7621922348484849
0.48529348398248356,0.7523777173913043,0.46339886635541916,0.7739109848484849
0.47119704882303876,0.7745131340579711,0.46193092813094455,0.7726089015151515
0.4738781402508418,0.7685122282608696,0.464399812122186,0.7660984848484849
0.4583488926291466,0.7713994565217391,0.4595453639825185,0.7723958333333334
0.4604259481032689,0.7763247282608696,0.4609872450431188,0.7687026515151515
0.4592751016219457,0.7680027173913043,0.45589079956213635,0.7776041666666668
0.4571704566478729,0.7802309782608696,0.45761211464802426,0.7687026515151515
0.46200240900119144,0.7693048007246377,0.4531913970907529,0.7765151515151515
0.4573373806973298,0.7828351449275363,0.45669837296009064,0.7726089015151515
0.46581221744418144,0.7653985507246377,0.4509251167376836,0.7806344696969697
0.46233563621838886,0.7802309782608696,0.46024207522471744,0.7660984848484849
